,id,resolution,release_year,interaction_type,-log(kd/ki),binding_type,binding_affinity
8501,4esi,1.87,2012,protein-ligand,,ic50,9.567015315914915
8502,4hnf,2.07,2012,protein-ligand,,ic50,14.15659340714317
8503,3r9d,1.95,2012,protein-ligand,,ic50,9.552830680922959
8504,4aw5,2.33,2012,protein-ligand,,ic50,14.083390003119876
8505,4acx,2.0,2012,protein-ligand,,ic50,16.371698409757236
8506,4dpi,1.9,2012,protein-ligand,,ic50,16.36655701025682
8507,4h1m,1.99,2012,protein-ligand,,ic50,16.36655701025682
8508,2ydk,1.9,2012,protein-ligand,,ic50,18.7773556878911
8509,4erw,2.0,2012,protein-ligand,,ic50,18.7773556878911
8510,4e4x,3.6,2012,protein-ligand,,ic50,18.7773556878911
8511,3vp2,2.7,2012,protein-ligand,,ic50,11.73357213608585
8512,3qai,2.7,2012,protein-ligand,,ic50,18.643824295266576
8513,3qw8,1.6,2012,protein-ligand,,ic50,11.736069016284437
8514,4edz,2.0,2012,protein-ligand,,ic50,18.611841249413523
8515,4f6x,1.98,2012,protein-ligand,,ic50,11.711376403694066
8516,4drk,1.5,2012,protein-ligand,,ic50,11.692052130867664
8517,4exg,1.8,2012,protein-ligand,,ic50,18.58319967345014
8518,3v8w,2.27,2012,protein-ligand,,ic50,18.571503633686948
8519,4ebw,2.65,2012,protein-ligand,,ic50,11.652187532303737
8520,4dgg,2.65,2012,protein-ligand,,ic50,14.038654109278484
8521,4eh5,2.0,2012,protein-ligand,,ic50,7.108648221361527
8522,4awp,1.82,2012,protein-ligand,,ic50,16.328816682273974
8523,3rmf,1.75,2012,protein-ligand,,ic50,9.408791310700021
8524,4daw,2.0,2012,protein-ligand,,ic50,16.304425229149814
8525,4ec0,1.85,2012,protein-ligand,,ic50,13.983929209589236
8526,4gdy,2.89,2012,protein-ligand,,ic50,16.292449038103097
8527,3avb,1.85,2012,protein-ligand,,ic50,9.370509124129004
8528,4eft,2.12,2012,protein-ligand,,ic50,9.372859301473957
8529,4aml,1.6,2012,protein-ligand,,ic50,4.8283137373023015
8530,4eg5,3.1,2012,protein-ligand,,ic50,18.643824295266576
8531,4frk,2.1,2012,protein-ligand,,ic50,18.643824295266576
8532,4hgl,2.4,2012,protein-ligand,,ic50,18.643824295266576
8533,4ejf,2.65,2012,protein-ligand,,ic50,11.736069016284437
8534,4aa4,2.3,2012,protein-ligand,,ic50,18.526041259610192
8535,3v4j,2.04,2012,protein-ligand,,ic50,11.60723614444147
8536,4dgr,1.55,2012,protein-ligand,,ic50,11.60723614444147
8537,4gtm,2.2,2012,protein-ligand,,ic50,18.504062352891417
8538,3v49,1.7,2012,protein-ligand,,ic50,18.46150273847262
8539,3rwd,2.6,2012,protein-ligand,,ic50,18.430731079805867
8540,3t0t,3.1,2012,protein-ligand,,ic50,16.212406330429562
8541,4dum,2.95,2012,protein-ligand,,ic50,16.16938894534587
8542,4eym,2.35,2012,protein-ligand,,ic50,9.222949534391352
8543,4d8e,1.5,2012,protein-ligand,,ic50,16.13829835827584
8544,4e4a,1.45,2012,protein-ligand,,ic50,4.710530701645918
8545,4g11,3.4,2012,protein-ligand,,ic50,11.512925464970229
8546,3rzb,1.9,2012,protein-ligand,,ic50,9.210340371976184
8547,3rpr,1.75,2012,protein-ligand,,ic50,9.210340371976184
8548,3r9h,2.1,2012,protein-ligand,,ic50,9.210340371976184
8549,3r9o,1.9,2012,protein-ligand,,ic50,9.210340371976184
8550,4ai8,2.4,2012,protein-ligand,,ic50,9.210340371976184
8551,4gxs,1.96,2012,protein-ligand,,ic50,9.210340371976184
8552,3tiz,2.02,2012,protein-ligand,,ic50,8.804875263868018
8553,3avm,1.88,2012,protein-ligand,,ic50,7.600902459542082
8554,3avn,2.1,2012,protein-ligand,,ic50,7.600902459542082
8555,3avi,1.7,2012,protein-ligand,,ic50,7.600902459542082
8556,3avk,1.75,2012,protein-ligand,,ic50,7.600902459542082
8557,3avj,1.7,2012,protein-ligand,,ic50,7.600902459542082
8558,3avh,1.88,2012,protein-ligand,,ic50,7.600902459542082
8559,3avg,1.7,2012,protein-ligand,,ic50,7.600902459542082
8560,4b6e,2.46,2012,protein-ligand,,ic50,5.298317366548036
8561,4asy,2.3,2012,protein-ligand,,ic50,9.721165995742174
8562,3uyt,2.0,2012,protein-ligand,,ic50,18.08420850733115
8563,4b6f,2.89,2012,protein-ligand,,ic50,7.600902459542082
8564,3tvl,2.3,2012,protein-ligand,,kd,9.210340371976182
8565,2ll6,,2012,protein-ligand,,kd,23.025850929940457
8566,3u9n,1.85,2012,protein-ligand,,kd,16.11809565095832
8567,4ap0,2.59,2012,protein-ligand,,kd,18.420680743952367
8568,4b74,2.18,2012,protein-ligand,7.66,kd,17.632223383588094
8569,4asj,2.25,2012,protein-ligand,7.55,kd,17.391061326771208
8570,3uug,1.75,2012,protein-ligand,4.51,kd,10.381523353479128
8571,4dy6,2.2,2012,protein-ligand,4.4,kd,10.126631103850338
8572,3s8x,1.3,2012,protein-ligand,,kd,16.811242831518264
8573,4b73,2.5,2012,protein-ligand,7.21,kd,16.596131451901318
8574,4ajn,2.1,2012,protein-ligand,,kd,16.48915933234915
8575,4arw,2.2,2012,protein-ligand,7.13,kd,16.41920074374224
8576,4daf,2.5,2012,protein-ligand,7.12,kd,16.39253249666008
8577,3u15,1.8,2012,protein-ligand,,kd,16.36655701025682
8578,4ajo,1.96,2012,protein-ligand,,kd,16.190666343793154
8579,4fcq,2.15,2012,protein-ligand,7.0,kd,16.10814532010515
8580,4eki,2.85,2012,protein-ligand,,kd,23.025850929940457
8581,4dew,1.9,2012,protein-ligand,7.0,kd,16.11809565095832
8582,4i47,2.65,2012,protein-ligand,,kd,15.935774094164366
8583,4al4,1.78,2012,protein-ligand,,kd,15.85573138649083
8584,3rul,2.5,2012,protein-ligand,,kd,15.781623414337107
8585,3s9t,1.3,2012,protein-ligand,,kd,15.712630542850155
8586,4gy5,2.96,2012,protein-ligand,,kd,15.712630542850155
8587,3uib,2.65,2012,protein-ligand,,kd,15.648092021712584
8588,4a7j,1.9,2012,protein-ligand,,kd,16.11809565095832
8589,4b2d,2.3,2012,protein-ligand,,kd,8.517193191416238
8590,4gui,1.78,2012,protein-ligand,,kd,8.377431249041079
8591,3uzc,3.34,2012,protein-ligand,,kd,22.117592369763567
8592,3v3q,2.22,2012,protein-ligand,6.6,kd,15.201804919084164
8593,4dkq,1.89,2012,protein-ligand,6.6,kd,15.201804919084164
8594,4h75,2.1,2012,protein-ligand,6.6,kd,15.201804919084164
8595,4db7,2.5,2012,protein-ligand,6.56,kd,15.113794041761452
8596,3sax,1.1,2012,protein-ligand,,kd,15.124843877948036
8597,4a4v,2.0,2012,protein-ligand,6.54,kd,15.06378362118679
8598,4aqh,2.4,2012,protein-ligand,6.54,kd,15.05338491396589
8599,2lcs,,2012,protein-ligand,,kd,15.424948470398375
8600,2lkk,,2012,protein-ligand,,kd,15.424948470398375
8601,4ewn,1.9,2012,protein-ligand,6.7,kd,15.424948470398375
8602,4dkr,1.8,2012,protein-ligand,6.52,kd,15.01948336229021
8603,4fut,2.0,2012,protein-ligand,,kd,14.98669353946722
8604,4b5s,1.68,2012,protein-ligand,3.49,kd,8.047189562170502
8605,4gby,2.81,2012,protein-ligand,,kd,7.957577403480815
8606,4glr,1.9,2012,protein-ligand,,kd,21.77308796144509
8607,3ask,2.9,2012,protein-ligand,,kd,14.809762831308142
8608,3v3l,1.65,2012,protein-ligand,,kd,14.809762831308142
8609,3u0t,2.5,2012,protein-ligand,,kd,21.927238641272346
8610,4dve,2.09,2012,protein-ligand,,kd,21.927238641272346
8611,4dko,1.98,2012,protein-ligand,6.52,kd,15.01948336229021
8612,3v7d,2.31,2012,protein-ligand,,kd,14.707108677248058
8613,3tay,1.85,2012,protein-ligand,3.38,kd,7.77525584668686
8614,4f3h,2.5,2012,protein-ligand,,kd,14.683011125668997
8615,3ui2,3.18,2012,protein-ligand,,kd,14.659480628258803
8616,3t6b,2.4,2012,protein-ligand,6.36,kd,14.636491110034104
8617,3t6j,2.98,2012,protein-ligand,,kd,14.636491110034104
8618,3tpx,1.8,2012,protein-ligand,,kd,21.521773533164183
8619,4b0b,1.9,2012,protein-ligand,3.33,kd,7.66277786326017
8620,4b5t,1.92,2012,protein-ligand,3.33,kd,7.66277786326017
8621,4b5w,1.79,2012,protein-ligand,3.33,kd,7.66277786326017
8622,4der,1.9,2012,protein-ligand,6.31,kd,14.528860445841739
8623,4erf,2.0,2012,protein-ligand,9.4,kd,21.639556568820566
8624,4fcr,1.7,2012,protein-ligand,,kd,21.639556568820566
8625,4eu0,1.7,2012,protein-ligand,6.4,kd,14.73180128983843
8626,4f20,2.5,2012,protein-ligand,,kd,7.584438733511417
8627,4d8z,2.2,2012,protein-ligand,6.29,kd,14.48885511122804
8628,3vhd,1.52,2012,protein-ligand,9.28,kd,21.377192304353073
8629,4ay5,3.15,2012,protein-ligand,,kd,14.431696697388091
8630,4h5d,2.02,2012,protein-ligand,,ic50,17.391061326771208
8631,4dj7,2.81,2012,protein-ligand,,kd,14.508657738524219
8632,4euv,2.0,2012,protein-ligand,,kd,14.508657738524219
8633,4etz,2.05,2012,protein-ligand,6.3,kd,14.508657738524219
8634,4dma,2.3,2012,protein-ligand,,kd,14.246293474056728
8635,4aq4,1.8,2012,protein-ligand,6.17,kd,14.20117303877626
8636,4gbz,2.89,2012,protein-ligand,,kd,7.1691200431165445
8637,2y9q,1.55,2012,protein-ligand,,kd,14.172185501903007
8638,4e8y,2.6,2012,protein-ligand,,kd,14.026231589279927
8639,3sfg,2.21,2012,protein-ligand,6.06,kd,13.960536330014532
8640,4h5e,2.04,2012,protein-ligand,,kd,13.966333447698858
8641,4euc,2.64,2012,protein-ligand,,kd,14.038654109278484
8642,4gah,2.3,2012,protein-ligand,6.1,kd,14.038654109278484
8643,4glw,2.0,2012,protein-ligand,,kd,14.038654109278484
8644,4e34,1.4,2012,protein-ligand,,kd,13.845969765448983
8645,4g0p,1.8,2012,protein-ligand,3.01,kd,6.927957986299656
8646,4guj,1.5,2012,protein-ligand,,kd,7.013115794639964
8647,4ara,2.5,2012,protein-ligand,6.05,kd,13.9208710736221
8648,4g69,2.0,2012,protein-ligand,,kd,13.766720393794841
8649,4fm8,1.9,2012,protein-ligand,5.97,kd,13.757241649840298
8650,3uil,2.2,2012,protein-ligand,6.0,kd,13.815510557964274
8651,3uza,3.27,2012,protein-ligand,,kd,20.57484583182814
8652,4dst,2.3,2012,protein-ligand,2.96,kd,6.812445099177812
8653,4ai5,2.22,2012,protein-ligand,2.92,kd,6.725433722188183
8654,3vhc,1.41,2012,protein-ligand,8.89,kd,20.46090157247892
8655,4arb,2.25,2012,protein-ligand,5.89,kd,13.553146293496782
8656,2lnw,,2012,protein-ligand,,kd,13.479038321343062
8657,4des,1.75,2012,protein-ligand,5.85,kd,13.479038321343062
8658,3udh,1.7,2012,protein-ligand,2.85,kd,6.571283042360924
8659,2liq,,2012,protein-ligand,,kd,13.479038321343062
8660,3ual,1.8,2012,protein-ligand,,kd,13.377255627033119
8661,4dsu,1.7,2012,protein-ligand,2.82,kd,6.502290170873972
8662,3que,2.7,2012,protein-ligand,,kd,20.317800728838247
8663,2llo,,2012,protein-ligand,,kd,13.41004544985611
8664,2llq,,2012,protein-ligand,,kd,13.41004544985611
8665,3r5n,2.0,2012,protein-ligand,,kd,13.30268693153561
8666,2ll7,,2012,protein-ligand,,kd,20.253262207700676
8667,3v31,1.57,2012,protein-ligand,,kd,13.345506928718539
8668,3asl,1.41,2012,protein-ligand,,kd,13.267389149454587
8669,4b4q,2.0,2012,protein-ligand,,kd,13.250196748914213
8670,4ekg,2.8,2012,protein-ligand,,kd,20.192637585884242
8671,3rum,1.85,2012,protein-ligand,,kd,13.284882306902103
8672,4fxq,1.96,2012,protein-ligand,5.77,kd,13.284882306902103
8673,3ut5,2.73,2012,protein-ligand,,kd,13.227723893062155
8674,4gao,3.28,2012,protein-ligand,,kd,13.227723893062155
8675,4abk,1.6,2012,protein-ligand,,kd,13.17365667179188
8676,4dkp,1.8,2012,protein-ligand,5.72,kd,13.17365667179188
8677,4dn0,2.3,2012,protein-ligand,,kd,13.17365667179188
8678,3uii,2.6,2012,protein-ligand,,kd,11.512925464970229
8679,3uik,2.7,2012,protein-ligand,,kd,11.454656556846253
8680,3qbc,1.65,2012,protein-ligand,4.97,kd,11.4359644238341
8681,3zsq,1.7,2012,protein-ligand,4.96,kd,11.426747768729175
8682,4aza,2.16,2012,protein-ligand,,kd,16.088536848716775
8683,2y6s,2.8,2012,protein-ligand,,kd,16.088536848716775
8684,4es0,1.82,2012,protein-ligand,,kd,16.088536848716775
8685,4av0,2.1,2012,protein-ligand,,kd,16.073122285315588
8686,4agm,1.52,2012,protein-ligand,3.98,kd,9.161550207806751
8687,4agn,1.6,2012,protein-ligand,3.97,kd,9.142681723502369
8688,3uxg,1.85,2012,protein-ligand,,kd,9.12416267573513
8689,3t0x,1.96,2012,protein-ligand,8.0,kd,18.420680743952367
8690,4g8l,2.8,2012,protein-ligand,,kd,18.420680743952367
8691,4f1q,2.8,2012,protein-ligand,,kd,11.399596779663225
8692,4dmw,2.5,2012,protein-ligand,4.94,kd,11.381897202563824
8693,4e9c,1.7,2012,protein-ligand,,kd,13.72020037815995
8694,4dai,2.5,2012,protein-ligand,,kd,16.022785471153995
8695,2lo6,,2012,protein-ligand,,kd,9.088122739251933
8696,4hbm,1.9,2012,protein-ligand,7.92,kd,18.238359187158412
8697,4g8m,2.05,2012,protein-ligand,7.89,kd,18.17382066602084
8698,4f14,1.2,2012,protein-ligand,,kd,11.255960365180508
8699,3u6w,2.21,2012,protein-ligand,,kd,15.935774094164366
8700,2yim,1.41,2012,protein-ligand,,kd,9.028018815182229
8701,3uih,2.4,2012,protein-ligand,,kd,9.019720012367532
8702,3uyr,1.7,2012,protein-ligand,6.9,kd,15.87907875048782
8703,3au6,3.3,2012,protein-ligand,,kd,18.238359187158412
8704,3sbi,1.4,2012,protein-ligand,,kd,18.238359187158412
8705,4g68,1.8,2012,protein-ligand,,kd,18.238359187158412
8706,4aj4,1.9,2012,protein-ligand,3.89,kd,8.947976107508692
8707,4dgb,1.7,2012,protein-ligand,,kd,8.947976107508692
8708,3u3u,2.5,2012,protein-ligand,,kd,15.830663609761748
8709,4ab8,1.6,2012,protein-ligand,,kd,8.902855672228222
8710,3zt3,1.95,2012,protein-ligand,2.86,kd,6.589301547863602
8711,3uoh,2.8,2012,protein-ligand,,kd,18.158316479484874
8712,4djs,3.03,2012,protein-ligand,,kd,18.158316479484874
8713,2lsk,,2012,protein-ligand,,kd,11.250561200502737
8714,3ttn,2.0,2012,protein-ligand,,kd,18.06300629968055
8715,3r0y,1.65,2012,protein-ligand,,kd,11.139295080382082
8716,3zt2,1.7,2012,protein-ligand,2.84,kd,6.546590429770553
8717,4ago,1.45,2012,protein-ligand,4.81,kd,11.074670534039074
8718,4gkc,1.3,2012,protein-ligand,,kd,15.712630542850155
8719,4fl3,1.9,2012,protein-ligand,,kd,8.804875263868018
8720,4aba,1.25,2012,protein-ligand,3.82,kd,8.785072636571838
8721,4eqf,3.0,2012,protein-ligand,,kd,15.679840720027164
8722,3zt4,2.2,2012,protein-ligand,,kd,6.45667965962192
8723,3qn7,1.9,2012,protein-ligand,,kd,15.667020031598103
8724,4ahv,1.8,2012,protein-ligand,,kd,4.199705077879927
8725,3uo6,2.8,2012,protein-ligand,,kd,18.0152156358442
8726,4e6c,2.39,2012,protein-ligand,,kd,11.107460356862065
8727,4fys,2.01,2012,protein-ligand,4.82,kd,11.107460356862065
8728,2lzg,,2012,protein-ligand,,kd,17.895952215017385
8729,4ajl,1.77,2012,protein-ligand,3.8,kd,8.740336742730447
8730,3unz,2.8,2012,protein-ligand,,kd,17.95067711470663
8731,4glx,1.9,2012,protein-ligand,,kd,17.95067711470663
8732,4de7,3.0,2012,protein-ligand,,kd,11.042921835724492
8733,4ds1,1.85,2012,protein-ligand,,kd,10.930709845117565
8734,4fn5,2.9,2012,protein-ligand,,kd,15.569974242448632
8735,3uvq,2.2,2012,protein-ligand,,kd,17.890052492890195
8736,2y1n,2.0,2012,protein-ligand,,kd,10.982297213908058
8737,3ud7,2.8,2012,protein-ligand,,kd,10.919598619692493
8738,4auy,2.1,2012,protein-ligand,,kd,17.816364777099036
8739,3vjc,1.89,2012,protein-ligand,7.72,kd,17.784103914880813
8740,3v30,1.57,2012,protein-ligand,,kd,8.600574800355288
8741,3uij,2.71,2012,protein-ligand,,kd,10.829828620263784
8742,4flp,2.23,2012,protein-ligand,6.72,kd,15.475715587452028
8743,4a4w,2.0,2012,protein-ligand,7.72,kd,17.778826857779972
8744,4egk,1.69,2012,protein-ligand,7.72,kd,17.778826857779972
8745,4fvq,1.75,2012,protein-ligand,,kd,13.815510557964274
8746,4fvr,2.0,2012,protein-ligand,,kd,13.815510557964274
8747,4det,2.05,2012,protein-ligand,5.68,kd,13.073573213234896
8748,3u0p,2.8,2012,protein-ligand,,kd,13.073573213234896
8749,4deu,1.6,2012,protein-ligand,5.64,kd,12.986958740398126
8750,4ft2,3.2,2012,protein-ligand,,kd,12.98260143502917
8751,4dru,2.1,2012,protein-ligand,,kd,19.847797099592512
8752,4f9g,2.95,2012,protein-ligand,,kd,12.940041820610373
8753,4htp,2.25,2012,protein-ligand,,kd,12.940041820610373
8754,4eqj,1.8,2012,protein-ligand,,kd,12.891251656440943
8755,3udv,1.88,2012,protein-ligand,,kd,12.87941719879394
8756,2yhw,1.64,2012,protein-ligand,5.6,kd,12.89921982609012
8757,2yhy,1.82,2012,protein-ligand,,kd,12.89921982609012
8758,3r5t,1.45,2012,protein-ligand,8.58,kd,19.74870619694828
8759,2lgf,,2012,protein-ligand,,kd,12.822258784953991
8760,3ubd,1.53,2012,protein-ligand,5.54,kd,12.750799820971846
8761,3v78,2.3,2012,protein-ligand,5.54,kd,12.750799820971846
8762,4agp,1.5,2012,protein-ligand,4.69,kd,10.79021948216874
8763,4gwi,1.6,2012,protein-ligand,,kd,8.50724286056307
8764,4e9d,2.75,2012,protein-ligand,,kd,17.72753356339242
8765,3uef,2.45,2012,protein-ligand,,kd,10.770988120240851
8766,3ud9,2.34,2012,protein-ligand,,kd,10.761509376286307
8767,4aje,2.35,2012,protein-ligand,3.68,kd,8.468403027246806
8768,4aia,1.8,2012,protein-ligand,3.66,kd,8.421883011611913
8769,4fl2,2.19,2012,protein-ligand,3.66,kd,8.421883011611913
8770,4agl,1.7,2012,protein-ligand,3.65,kd,8.399410155759854
8771,2yme,2.4,2012,protein-ligand,7.66,kd,17.632223383588094
8772,4fbx,2.33,2012,protein-ligand,,kd,17.632223383588094
8773,4gq4,1.27,2012,protein-ligand,7.66,kd,17.632223383588094
8774,3v43,1.47,2012,protein-ligand,,kd,10.66705719739262
8775,4avi,2.4,2012,protein-ligand,7.63,kd,17.562019124914848
8776,3umq,2.2,2012,protein-ligand,4.62,kd,10.633298717467666
8777,4a4c,2.7,2012,protein-ligand,,kd,8.318342332671072
8778,4dbm,2.3,2012,protein-ligand,7.62,kd,17.545212006598465
8779,3tcy,1.55,2012,protein-ligand,,kd,10.637456727616328
8780,3tk2,1.35,2012,protein-ligand,4.62,kd,10.637456727616328
8781,3u90,1.9,2012,protein-ligand,4.62,kd,10.637456727616328
8782,4abf,1.3,2012,protein-ligand,4.62,kd,10.637456727616328
8783,4ad3,2.0,2012,protein-ligand,4.62,kd,10.637456727616328
8784,4g0a,2.1,2012,protein-ligand,,kd,17.492461441212935
8785,4dcv,2.6,2012,protein-ligand,,kd,10.5690195660631
8786,2lbv,,2012,protein-ligand,,kd,17.46516929892493
8787,3sap,1.75,2012,protein-ligand,,kd,17.46516929892493
8788,4fnn,2.24,2012,protein-ligand,7.57,kd,17.42004886364446
8789,3uw9,2.3,2012,protein-ligand,,kd,10.504967544570249
8790,3ztc,2.65,2012,protein-ligand,,kd,10.494078144770981
8791,4abg,1.52,2012,protein-ligand,3.57,kd,8.213391737084573
8792,4esg,1.7,2012,protein-ligand,,kd,12.799555502977174
8793,4aji,1.93,2012,protein-ligand,3.55,kd,8.180720954795024
8794,3ued,2.7,2012,protein-ligand,,kd,10.427736196634259
8795,3uo4,2.45,2012,protein-ligand,6.52,kd,15.022822263555724
8796,4exz,1.61,2012,protein-ligand,,kd,17.355970006959936
8797,4b76,2.14,2012,protein-ligand,4.54,kd,10.4482147279778
8798,4bd3,,2012,protein-ligand,,kd,10.4482147279778
8799,3rqw,2.91,2012,protein-ligand,,kd,6.214608098422191
8800,4eo6,1.79,2012,protein-ligand,8.7,kd,20.030118656386467
8801,4g0q,1.8,2012,protein-ligand,2.52,kd,5.809142990314028
8802,3ttm,2.0,2012,protein-ligand,8.52,kd,19.624653548278303
8803,3u51,2.24,2012,protein-ligand,,kd,12.684108446473173
8804,3tz4,2.25,2012,protein-ligand,,kd,12.652359748158593
8805,4ah9,1.7,2012,protein-ligand,,kd,5.654992310486769
8806,3run,1.4,2012,protein-ligand,,kd,12.53457671250221
8807,4f5y,2.4,2012,protein-ligand,5.43,kd,12.507177738314095
8808,2lyw,,2012,protein-ligand,,kd,10.41431317630212
8809,4gzw,2.45,2012,protein-ligand,4.52,kd,10.41431317630212
8810,4dcy,2.0,2012,protein-ligand,,kd,10.40766863358345
8811,2lp8,,2012,protein-ligand,,kd,17.305539153333044
8812,4dcx,2.0,2012,protein-ligand,,kd,10.368702665050067
8813,4abb,1.25,2012,protein-ligand,4.51,kd,10.381523353479128
8814,4emr,1.75,2012,protein-ligand,7.49,kd,17.25440980681044
8815,4e67,2.1,2012,protein-ligand,6.48,kd,14.924173182485886
8816,4epy,1.8,2012,protein-ligand,3.47,kd,7.986564940354067
8817,4aft,3.2,2012,protein-ligand,,kd,14.888455099883807
8818,3t2w,1.5,2012,protein-ligand,7.46,kd,17.167917775457
8819,4f3i,1.4,2012,protein-ligand,,kd,17.136972971607577
8820,4avj,2.1,2012,protein-ligand,7.44,kd,17.125953576357965
8821,4fmu,2.1,2012,protein-ligand,,kd,14.837161805496255
8822,4b4n,1.81,2012,protein-ligand,,kd,7.923866346138503
8823,4ffs,1.9,2012,protein-ligand,10.44,kd,17.1397468984903
8824,4hcz,1.85,2012,protein-ligand,,kd,10.231991619508165
8825,4axd,2.05,2012,protein-ligand,4.43,kd,10.20459264532005
8826,2yi5,2.5,2012,protein-ligand,,kd,17.059704190816763
8827,3uo5,2.7,2012,protein-ligand,,kd,17.059704190816763
8828,3tct,1.3,2012,protein-ligand,,kd,19.624653548278303
8829,3ud8,2.37,2012,protein-ligand,,kd,12.397233150991333
8830,4f7v,1.73,2012,protein-ligand,5.38,kd,12.389995483691102
8831,2ltx,,2012,protein-ligand,,kd,12.404523584254012
8832,3so6,1.37,2012,protein-ligand,,kd,12.404523584254012
8833,3tgs,2.7,2012,protein-ligand,,kd,12.404523584254012
8834,2lty,,2012,protein-ligand,,kd,12.380426032674952
8835,3tif,1.8,2012,protein-ligand,5.38,kd,12.380426032674952
8836,4g0k,2.56,2012,protein-ligand,,kd,12.356895535264757
8837,4ef4,2.15,2012,protein-ligand,,kd,12.329370861874667
8838,4ep2,1.9,2012,protein-ligand,,kd,12.32711097390723
8839,3r7o,2.3,2012,protein-ligand,8.36,kd,19.241661296022194
8840,3u3z,1.5,2012,protein-ligand,,kd,12.333906017040059
8841,2ltz,,2012,protein-ligand,,kd,12.311433161188
8842,3r8i,2.3,2012,protein-ligand,,kd,12.311433161188
8843,3v2x,1.85,2012,protein-ligand,,kd,12.311433161188
8844,3zyr,1.65,2012,protein-ligand,,kd,12.289454254469225
8845,3rzi,1.95,2012,protein-ligand,,kd,12.267948049248261
8846,2yi7,1.4,2012,protein-ligand,8.32,kd,19.154649919032565
8847,3uig,2.4,2012,protein-ligand,,kd,12.24689464005043
8848,4g0y,1.65,2012,protein-ligand,2.3,kd,5.30031936921871
8849,3v2o,1.89,2012,protein-ligand,,kd,12.226275352847694
8850,4abe,1.3,2012,protein-ligand,3.4,kd,7.824046010856292
8851,3re4,2.0,2012,protein-ligand,7.4,kd,17.034386382832476
8852,3up2,2.3,2012,protein-ligand,7.4,kd,17.034386382832476
8853,3vha,1.39,2012,protein-ligand,7.4,kd,17.034386382832476
8854,3unn,1.7,2012,protein-ligand,,kd,10.126631103850338
8855,3va4,1.54,2012,protein-ligand,,kd,10.126631103850338
8856,4abd,1.25,2012,protein-ligand,4.4,kd,10.126631103850338
8857,4aj2,1.75,2012,protein-ligand,,kd,5.472670753692815
8858,3uvu,2.38,2012,protein-ligand,,kd,16.985596218663044
8859,4ede,1.4,2012,protein-ligand,,kd,16.985596218663044
8860,3rsr,2.3,2012,protein-ligand,,kd,10.031320924046012
8861,4fi9,3.05,2012,protein-ligand,,kd,16.90335812042607
8862,3r5m,2.8,2012,protein-ligand,,kd,9.993412260064115
8863,4azf,2.55,2012,protein-ligand,,kd,14.614018254182046
8864,2yq6,1.8,2012,protein-ligand,,kd,16.916603347176093
8865,4a2a,1.8,2012,protein-ligand,,kd,10.008848068193954
